# 'k', 'k_acc', 'k_presicion', 'k_recall', 'k_fscore', 'c_acc', 'c_presicion', 'c_recall', 'c_fscore'
1.000000,0.313043,0.129781,0.313043,0.175516,0.965217,0.942029,0.965217,0.951515
2.000000,0.121739,0.018904,0.121739,0.032124,0.965217,0.942029,0.965217,0.951515
3.000000,0.504348,0.420502,0.504348,0.442470,0.947826,0.938406,0.947826,0.940975
4.000000,0.947826,0.938406,0.947826,0.940975,0.939130,0.938406,0.939130,0.936144
