# 'k', 'k_acc', 'k_presicion', 'k_recall', 'k_fscore', 'k_nfeatures', 'c_acc', 'c_presicion', 'c_recall', 'c_fscore', 'c_nfeatures'
1.000000,0.540000,0.493733,0.540000,0.493291,0.000000,0.683333,0.580160,0.683333,0.608791,1.400000
2.000000,0.869167,0.874275,0.869167,0.863765,0.000000,0.776667,0.712672,0.776667,0.731443,2.800000
3.000000,0.973333,0.979683,0.973333,0.973783,3.000000,1.000000,1.000000,1.000000,1.000000,18.800000
4.000000,1.000000,1.000000,1.000000,1.000000,12.000000,1.000000,1.000000,1.000000,1.000000,12.400000
5.000000,1.000000,1.000000,1.000000,1.000000,48.000000,1.000000,1.000000,1.000000,1.000000,9.400000
6.000000,1.000000,1.000000,1.000000,1.000000,161.000000,0.907500,0.980174,0.907500,0.935905,4.000000
7.000000,1.000000,1.000000,1.000000,1.000000,436.800000,1.000000,1.000000,1.000000,1.000000,2.000000
8.000000,1.000000,1.000000,1.000000,1.000000,715.200000,0.960833,0.993750,0.960833,0.973904,2.600000
9.000000,1.000000,1.000000,1.000000,1.000000,843.000000,0.973333,1.000000,0.973333,0.984762,2.800000
