# 'k', 'k_acc', 'k_presicion', 'k_recall', 'k_fscore', 'k_nfeatures', 'c_acc', 'c_presicion', 'c_recall', 'c_fscore', 'c_nfeatures'
1.000000,0.222969,0.229822,0.222969,0.196835,0.000000,0.273109,0.250704,0.273109,0.231224,4.000000
2.000000,0.579678,0.617613,0.579678,0.580651,0.000000,0.671709,0.709296,0.671709,0.671655,16.000000
3.000000,0.939692,0.943602,0.939692,0.937116,2.000000,0.951387,0.958772,0.951387,0.951061,64.000000
4.000000,0.996639,0.997319,0.996639,0.996749,12.000000,0.996639,0.997319,0.996639,0.996749,256.000000
5.000000,0.998319,0.998880,0.998319,0.998443,47.000000,0.998319,0.998880,0.998319,0.998443,1024.000000
6.000000,0.998319,0.998880,0.998319,0.998443,159.200000,0.998319,0.998880,0.998319,0.998443,4095.400000
7.000000,0.998319,0.998880,0.998319,0.998443,406.400000,0.998319,0.998880,0.998319,0.998443,16087.800000
8.000000,0.996653,0.997380,0.996653,0.996701,674.000000,0.996653,0.997380,0.996653,0.996701,55359.400000
9.000000,0.981597,0.975625,0.981597,0.976525,818.400000,0.988291,0.984552,0.988291,0.985323,143292.600000
