# 'k', 'k_acc', 'k_presicion', 'k_recall', 'k_fscore', 'k_nfeatures', 'c_acc', 'c_presicion', 'c_recall', 'c_fscore', 'c_nfeatures'
1.000000,0.952923,0.920844,0.952923,0.933992,0.000000,0.859385,0.781343,0.859385,0.809400,3.200000
2.000000,0.968615,0.945221,0.968615,0.955218,0.000000,0.968615,0.945221,0.968615,0.955218,15.200000
3.000000,0.968615,0.945221,0.968615,0.955218,3.000000,0.968615,0.947050,0.968615,0.955885,24.200000
4.000000,0.968615,0.947050,0.968615,0.955885,10.800000,0.944923,0.930137,0.944923,0.933316,10.400000
5.000000,0.968615,0.947050,0.968615,0.955885,37.000000,0.968615,0.947050,0.968615,0.955885,10.200000
6.000000,0.960615,0.947050,0.960615,0.951085,104.400000,0.960923,0.950880,0.960923,0.953973,6.400000
7.000000,0.968615,0.947050,0.968615,0.955885,162.800000,0.968615,0.951316,0.968615,0.957885,6.600000
8.000000,0.968615,0.947050,0.968615,0.955885,186.200000,0.960923,0.945554,0.960923,0.951846,8.400000
9.000000,0.968615,0.947050,0.968615,0.955885,193.200000,0.952923,0.940221,0.952923,0.944202,10.800000
